Headline,Body ID,Stance
One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,2367,unrelated
Vogue's new digs are reportedly swarming with rats,2031,discuss
Priest' claim of seeing God as a woman dismissed as hoax,2142,unrelated
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",979,unrelated
Apple Watch: Release well initially only in Apple Stores,1804,unrelated
Jilted lover chops off his penis after girlfriend dumps him,2496,agree
"Why the most expensive Apple Watch will probably cost around $10,000",2403,unrelated
Christian Bale Won't Play Steve Jobs After All,574,unrelated
"No, Pumpkin Spice Condoms Are Not A Real Thing",472,unrelated
"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",2531,unrelated
Video shows ISIL beheading of photojournalist James Foley,1679,discuss
Would-be rapist has penis severed by angry mob,2220,unrelated
"Boko Haram agrees to ceasefire, release of school girls",955,disagree
Senator: Detainees swapped for Bergdahl have contacted militants,992,unrelated
Sugarhill Gang co-founder Big Bank Hank dies,105,unrelated
Is the iPhone 6 Really Pulling Out Your Hair?,1738,discuss
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,13,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,1478,unrelated
Isis claims to behead US journalist,1040,unrelated
Militant Group Says It Killed American Journalist in Syria,524,unrelated
Jordan king cites Clint Eastwood in revenge vow,2042,unrelated
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,308,unrelated
Rumor: Apple to hold event this month to unveil Retina MacBook Air & finalize Apple Watch specs,130,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1854,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1821,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,8,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,2130,unrelated
Mexico checks if 43 missing students in mass grave,251,unrelated
Somali terrorist leader dead after US airstrike,741,unrelated
ISIS Militants Allegedly Contracted Ebola,1921,unrelated
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,281,discuss
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2016,agree
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,775,unrelated
"Despite no Ebola case in Kansas City, the rumor goes viral",2251,unrelated
It Begins: HazMat-Wearing Passenger Spotted At Airport,1955,discuss
Vladimir Putin’s Motorcade Looks Like A Massive Knob,2256,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1076,discuss
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1120,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1125,unrelated
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,0,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1888,unrelated
ISIL Beheads American Photojournalist in Iraq,2044,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,742,unrelated
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,1162,agree
Italian catches huge wels catfish; is it a record?,1652,agree
ISIS supporters mourn death of ‘youngest fighter’,1863,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,1103,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,730,unrelated
"Boko Haram agrees to ceasefire, release of school girls",1419,discuss
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1012,unrelated
Islamic State claims it executed American photojournalist James Foley,1009,unrelated
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2348,agree
Pope Francis turns out not to have made pets in heaven comment,686,unrelated
Star Wars VII for a New SUMMER Release Date!?,1966,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1720,unrelated
Sergeant-at-Arms stopped shooter on Parliament Hill,1631,discuss
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',2032,discuss
Indian worker sacked after going on leave for 24 years,1689,unrelated
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,296,unrelated
SEE IT: California homeless man uses $100 gift to give food to others,825,unrelated
ISIS Getting Ebola,524,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],570,unrelated
Batmobile wasn't stolen: Cops,621,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,298,unrelated
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",1988,unrelated
"No, Pumpkin Spice Condoms Are Not A Real Thing",1853,unrelated
Tiger Woods serving secret PED suspension?,1718,discuss
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2141,unrelated
Axl Rose Dies? Guns N’ Roses Singer Dead ‘West Hollywood Home at Age 52′ is Fake,769,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,269,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,459,unrelated
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,170,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1574,unrelated
Watch marine take sniper shot to the head and live,2116,unrelated
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",652,unrelated
Iraqi social-media rumors claim IS leader slain,1222,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1295,discuss
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,413,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,2252,unrelated
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",2391,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1906,unrelated
Islamic State claims it executed American photojournalist James Foley,1721,discuss
Alleged audio of Michael Brown shooting has surfaced,1605,discuss
7 Bosnian teens get pregnant on school trip,84,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2020,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1268,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,625,discuss
Google Grows With $1.6 Billion in California Office Deals,2045,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1489,discuss
Kim Jong-Un 'bans the name Kim Jong-un',633,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",984,unrelated
Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,2360,agree
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1289,unrelated
Matt Taibbi on leave of absence from First Look Media,527,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1974,discuss
Could Kim Jong Un open a restaurant in Scotland?,2314,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,505,unrelated
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,509,discuss
ISIS Claims To Have Captured US Airdrop Weapons,2307,discuss
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,793,unrelated
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",1740,unrelated
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2135,discuss
Woman spends a week in KFC to get over her break up,2061,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",11,unrelated
Pentagon: ISIS Got U.S. Weapons Package,755,unrelated
Lebanon confirms holding ISIS chief’s kin,586,unrelated
Isis claims to behead US journalist,1347,unrelated
Video shows ISIL beheading of photojournalist James Foley,1166,unrelated
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1365,agree
Dog Found Abandoned With Suitcase Filled With His Belongings,1355,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2020,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",2266,unrelated
eBay working on bidding app for Apple Watch,2321,unrelated
No One In North Korea Is Allowed To Share Kim Jong Un's Name,1678,discuss
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",570,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1017,unrelated
Isis claims to behead US journalist,2261,unrelated
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2247,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,75,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",833,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',826,unrelated
Pope Francis tells boy whose dog had died that heaven is open to all,1104,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,2272,unrelated
ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real,373,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),385,unrelated
Man who skipped work for 24 years is finally fired,2441,agree
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1871,unrelated
"Rumor: Apple Watch to feature 512MB of RAM, 4GB of storage",254,unrelated
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,2080,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1841,discuss
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",614,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,787,unrelated
Give a homeless man $100 and see what he does with it [Video],359,unrelated
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,1539,unrelated
'Jihadi John' named as Mohammed Emwazi from London,367,unrelated
Big Bank Hank of The Sugarhill Gang is dead at 57,1996,unrelated
High school student scores $72M playing the stock market,313,unrelated
What One Homeless Man Does with $100 Will Astonish You (VIDEO),321,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,1731,discuss
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,775,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,115,unrelated
NBC weatherman caught urinating in the woods live on air,1854,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,1857,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,1073,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",239,unrelated
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",550,agree
The baby from Teletubbies reveals herself,837,unrelated
Female teacher facing sack after making SEX TAPE with teenager,1357,unrelated
Isis video claims to show beheading of British hostage David Haines,1802,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",2297,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,220,unrelated
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,1338,discuss
ISIS executioner 'Jihadi John' named by media,472,unrelated
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),235,unrelated
Tiger Woods prices private island at $7.1 million,1549,unrelated
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,722,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,359,unrelated
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,2524,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2197,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1826,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2337,disagree
Christian Bale Won't Play Steve Jobs After All,1368,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2187,unrelated
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",712,unrelated
This Guy Paid Off His Parents’ Mortgage For Christmas,2459,agree
ISIL Beheads American Photojournalist in Iraq,2404,unrelated
